domain,n_agents,topology_family,condition,prompt_id,variation_type,answer_entropy,flip_rate,self_consistency,total_tokens,total_cost
babyvision,4,hierarchy,team,10,seed,0.7086,0.2587,0.7729,2746,0.008238
babyvision,6,chain,team,10,seed,0.8584,0.1321,0.7425,4302,0.012906
babyvision,6,star,team,10,seed,0.468,0.1342,0.8164,5419,0.016257
babyvision,6,full,team,10,seed,0.503,0.0918,0.8186,5043,0.015129
babyvision,6,hierarchy,team,10,seed,0.6156,0.1733,0.769,4847,0.014541
babyvision,8,chain,team,10,seed,0.5285,0.2036,0.8764,6514,0.019542
babyvision,8,star,team,10,seed,0.496,0.1411,0.7621,6889,0.020667
babyvision,8,full,team,10,seed,0.5108,0.094,0.8501,6412,0.019236
babyvision,8,hierarchy,team,10,seed,0.4197,0.1549,0.7968,7014,0.021042
babyvision,1,none,single_llm,10,paraphrase,1.4547,0.4184,0.462,800,0.0024
babyvision,4,none,ensemble,10,paraphrase,1.0736,0.3442,0.6281,3170,0.00951
babyvision,6,none,ensemble,10,paraphrase,1.0678,0.2636,0.7988,5166,0.015498
babyvision,8,none,ensemble,10,paraphrase,0.7447,0.2876,0.7364,6176,0.018528
babyvision,4,chain,team,10,paraphrase,0.7105,0.2459,0.7271,2638,0.007914
babyvision,4,star,team,10,paraphrase,0.6651,0.279,0.7189,2977,0.008931
babyvision,4,full,team,10,paraphrase,0.7305,0.1787,0.7642,2941,0.008823
babyvision,4,hierarchy,team,10,paraphrase,0.7764,0.2814,0.7072,2974,0.008922
babyvision,6,chain,team,10,paraphrase,0.5027,0.2569,0.7186,4551,0.013653
babyvision,6,star,team,10,paraphrase,0.5479,0.2128,0.7686,4846,0.014538
babyvision,6,full,team,10,paraphrase,0.7854,0.2204,0.7493,5154,0.015462
babyvision,6,hierarchy,team,10,paraphrase,0.6765,0.224,0.7994,4368,0.013104
babyvision,8,chain,team,10,paraphrase,0.629,0.2684,0.7404,6163,0.018489
babyvision,8,star,team,10,paraphrase,0.4061,0.1,0.8588,6597,0.019791
babyvision,8,full,team,10,paraphrase,0.4883,0.1848,0.7176,6188,0.018564
babyvision,8,hierarchy,team,10,paraphrase,0.5026,0.1443,0.6398,5377,0.016131
babyvision,1,none,single_llm,11,seed,1.4032,0.3058,0.5724,876,0.002628
babyvision,4,none,ensemble,11,seed,0.952,0.2451,0.658,3066,0.009198
babyvision,6,none,ensemble,11,seed,1.0127,0.3311,0.777,3767,0.011301
babyvision,8,none,ensemble,11,seed,0.7476,0.2185,0.7578,5294,0.015882
babyvision,4,chain,team,11,seed,0.6057,0.2798,0.712,2724,0.008172
babyvision,4,star,team,11,seed,0.6196,0.2131,0.7289,3277,0.009831
babyvision,4,full,team,11,seed,0.6021,0.1077,0.8512,3327,0.009981
babyvision,4,hierarchy,team,11,seed,0.7166,0.1866,0.8332,3389,0.010167
babyvision,6,chain,team,11,seed,0.7363,0.1589,0.7572,4993,0.014979
babyvision,6,star,team,11,seed,0.5166,0.1484,0.7554,4991,0.014973
babyvision,6,full,team,11,seed,0.4095,0.1551,0.8102,4702,0.014106
babyvision,6,hierarchy,team,11,seed,0.6365,0.1476,0.7411,5060,0.01518
babyvision,8,chain,team,11,seed,0.6054,0.1405,0.7353,6282,0.018846
babyvision,8,star,team,11,seed,0.4415,0.1918,0.8108,6409,0.019227
babyvision,8,full,team,11,seed,0.3734,0.1404,0.7744,5982,0.017946
babyvision,8,hierarchy,team,11,seed,0.5939,0.1563,0.6598,6299,0.018897
babyvision,1,none,single_llm,11,paraphrase,1.3488,0.4046,0.5062,655,0.001965
babyvision,4,none,ensemble,11,paraphrase,0.6903,0.2712,0.6269,2168,0.006504
babyvision,6,none,ensemble,11,paraphrase,0.847,0.2011,0.6354,5739,0.017217
babyvision,8,none,ensemble,11,paraphrase,0.8539,0.273,0.7404,6413,0.019239
babyvision,4,chain,team,11,paraphrase,0.8385,0.3246,0.7236,3292,0.009876
babyvision,4,star,team,11,paraphrase,0.7961,0.2437,0.7759,3092,0.009276
babyvision,4,full,team,11,paraphrase,0.9031,0.1956,0.8117,3351,0.010053
babyvision,4,hierarchy,team,11,paraphrase,0.7331,0.2879,0.6875,3210,0.00963
babyvision,6,chain,team,11,paraphrase,0.6529,0.2369,0.7617,5048,0.015144
babyvision,6,star,team,11,paraphrase,0.5391,0.1695,0.7582,4964,0.014892
babyvision,6,full,team,11,paraphrase,0.5541,0.2559,0.7953,4499,0.013497
babyvision,6,hierarchy,team,11,paraphrase,0.5994,0.2131,0.718,5402,0.016206
babyvision,8,chain,team,11,paraphrase,0.7251,0.2222,0.7589,6926,0.020778
babyvision,8,star,team,11,paraphrase,0.5825,0.2069,0.7847,6712,0.020136
babyvision,8,full,team,11,paraphrase,0.4688,0.1437,0.7506,5947,0.017841
babyvision,8,hierarchy,team,11,paraphrase,0.4494,0.2279,0.7623,5542,0.016626
babyvision,1,none,single_llm,12,seed,1.2139,0.3539,0.5477,713,0.002139
babyvision,4,none,ensemble,12,seed,0.7875,0.286,0.558,3125,0.009375
babyvision,6,none,ensemble,12,seed,0.8291,0.2311,0.7052,5567,0.016701
babyvision,8,none,ensemble,12,seed,0.6081,0.2622,0.5793,7291,0.021873
babyvision,4,chain,team,12,seed,0.5757,0.325,0.7205,3612,0.010836
babyvision,4,star,team,12,seed,0.8384,0.18,0.752,2932,0.008796
babyvision,4,full,team,12,seed,0.7787,0.1606,0.7391,3371,0.010113
babyvision,4,hierarchy,team,12,seed,0.6603,0.1943,0.7654,2994,0.008982
babyvision,6,chain,team,12,seed,0.5724,0.2436,0.7444,4627,0.013881
babyvision,6,star,team,12,seed,0.5541,0.1704,0.7329,5005,0.015015
babyvision,6,full,team,12,seed,0.5672,0.0607,0.8843,5501,0.016503
babyvision,6,hierarchy,team,12,seed,0.5115,0.1173,0.786,4115,0.012345
babyvision,8,chain,team,12,seed,0.6831,0.1421,0.8461,5872,0.017616
babyvision,8,star,team,12,seed,0.4854,0.1815,0.7788,6574,0.019722
babyvision,8,full,team,12,seed,0.5759,0.0886,0.7419,5466,0.016398
babyvision,8,hierarchy,team,12,seed,0.575,0.1564,0.8381,6224,0.018672
babyvision,1,none,single_llm,12,paraphrase,1.1154,0.2838,0.6958,842,0.002526
babyvision,4,none,ensemble,12,paraphrase,1.0464,0.3339,0.5241,2945,0.008835
babyvision,6,none,ensemble,12,paraphrase,1.1574,0.3302,0.6042,4211,0.012633
babyvision,8,none,ensemble,12,paraphrase,0.8181,0.2626,0.8129,6279,0.018837
babyvision,4,chain,team,12,paraphrase,0.741,0.2852,0.7132,2790,0.00837
babyvision,4,star,team,12,paraphrase,0.8502,0.3059,0.7369,2944,0.008832
babyvision,4,full,team,12,paraphrase,0.7271,0.1711,0.7333,3299,0.009897
babyvision,4,hierarchy,team,12,paraphrase,0.7403,0.3451,0.7596,2626,0.007878
babyvision,6,chain,team,12,paraphrase,0.5244,0.2029,0.7933,5227,0.015681
babyvision,6,star,team,12,paraphrase,0.814,0.2126,0.7341,4201,0.012603
babyvision,6,full,team,12,paraphrase,0.6566,0.1844,0.7429,5576,0.016728
babyvision,6,hierarchy,team,12,paraphrase,0.659,0.2755,0.6552,6090,0.01827
babyvision,8,chain,team,12,paraphrase,0.5893,0.2491,0.7683,6081,0.018243
babyvision,8,star,team,12,paraphrase,0.6586,0.2257,0.7193,5951,0.017853
babyvision,8,full,team,12,paraphrase,0.5512,0.1662,0.8347,6849,0.020547
babyvision,8,hierarchy,team,12,paraphrase,0.5896,0.2251,0.6427,6006,0.018018
babyvision,1,none,single_llm,13,seed,1.2932,0.4319,0.549,916,0.002748
babyvision,4,none,ensemble,13,seed,1.0542,0.2356,0.6416,3330,0.00999
babyvision,6,none,ensemble,13,seed,0.8143,0.3138,0.6235,4951,0.014853
babyvision,8,none,ensemble,13,seed,0.8883,0.2027,0.6977,6351,0.019053
babyvision,4,chain,team,13,seed,0.8612,0.2075,0.6866,3568,0.010704
babyvision,4,star,team,13,seed,0.7699,0.2378,0.808,3897,0.011691
babyvision,4,full,team,13,seed,0.8115,0.1485,0.8035,3021,0.009063
babyvision,4,hierarchy,team,13,seed,0.7046,0.151,0.7457,3374,0.010122
babyvision,6,chain,team,13,seed,0.615,0.1383,0.6785,5813,0.017439
babyvision,6,star,team,13,seed,0.6041,0.1193,0.8077,5850,0.01755
babyvision,6,full,team,13,seed,0.6036,0.0208,0.9272,3912,0.011736
babyvision,6,hierarchy,team,13,seed,0.571,0.1169,0.7376,4936,0.014808
babyvision,8,chain,team,13,seed,0.3396,0.1572,0.8224,5860,0.01758
babyvision,8,star,team,13,seed,0.3576,0.1253,0.7781,6019,0.018057
babyvision,8,full,team,13,seed,0.3478,0.1316,0.8348,5717,0.017151
babyvision,8,hierarchy,team,13,seed,0.4239,0.1463,0.7368,6514,0.019542
babyvision,1,none,single_llm,13,paraphrase,1.5502,0.4214,0.41,831,0.002493
babyvision,4,none,ensemble,13,paraphrase,1.0087,0.3125,0.6385,3421,0.010263
babyvision,6,none,ensemble,13,paraphrase,0.9524,0.2942,0.7738,5376,0.016128
babyvision,8,none,ensemble,13,paraphrase,0.98,0.2849,0.6297,7121,0.021363
babyvision,4,chain,team,13,paraphrase,0.8744,0.2644,0.6878,2890,0.00867
babyvision,4,star,team,13,paraphrase,0.9157,0.2848,0.7391,3186,0.009558
babyvision,4,full,team,13,paraphrase,0.7119,0.1523,0.6694,2962,0.008886
babyvision,4,hierarchy,team,13,paraphrase,0.7407,0.2791,0.7606,3158,0.009474
babyvision,6,chain,team,13,paraphrase,0.8425,0.2109,0.7078,4775,0.014325
babyvision,6,star,team,13,paraphrase,0.7608,0.2165,0.7513,4005,0.012015
babyvision,6,full,team,13,paraphrase,0.5316,0.2361,0.6509,5444,0.016332
babyvision,6,hierarchy,team,13,paraphrase,0.7216,0.1923,0.693,5710,0.01713
babyvision,8,chain,team,13,paraphrase,0.7678,0.2161,0.7317,5986,0.017958
babyvision,8,star,team,13,paraphrase,0.5901,0.1639,0.7511,7558,0.022674
babyvision,8,full,team,13,paraphrase,0.5371,0.1289,0.6967,6481,0.019443
babyvision,8,hierarchy,team,13,paraphrase,0.5206,0.2107,0.664,6841,0.020523
babyvision,1,none,single_llm,14,seed,1.091,0.3678,0.5113,937,0.002811
babyvision,4,none,ensemble,14,seed,0.9706,0.3573,0.6836,3656,0.010968
babyvision,6,none,ensemble,14,seed,0.8431,0.2545,0.7631,5234,0.015702
babyvision,8,none,ensemble,14,seed,0.8637,0.2019,0.7205,7128,0.021384
babyvision,4,chain,team,14,seed,0.9146,0.2038,0.7028,2910,0.00873
babyvision,4,star,team,14,seed,0.813,0.1603,0.8109,3374,0.010122
babyvision,4,full,team,14,seed,0.6455,0.2401,0.7069,3731,0.011193
babyvision,4,hierarchy,team,14,seed,0.7819,0.1246,0.8396,3511,0.010533
babyvision,6,chain,team,14,seed,0.5788,0.1437,0.6762,5959,0.017877
babyvision,6,star,team,14,seed,0.4793,0.1017,0.798,4013,0.012039
babyvision,6,full,team,14,seed,0.4434,0.172,0.8178,4614,0.013842
babyvision,6,hierarchy,team,14,seed,0.5934,0.1445,0.7715,4434,0.013302
babyvision,8,chain,team,14,seed,0.4886,0.1364,0.7287,7068,0.021204
babyvision,8,star,team,14,seed,0.5737,0.0935,0.7353,6299,0.018897
babyvision,8,full,team,14,seed,0.6822,0.0697,0.7969,6456,0.019368
babyvision,8,hierarchy,team,14,seed,0.5058,0.1225,0.8428,6690,0.02007
babyvision,1,none,single_llm,14,paraphrase,1.4569,0.4604,0.5576,926,0.002778
babyvision,4,none,ensemble,14,paraphrase,1.1897,0.4362,0.683,2985,0.008955
babyvision,6,none,ensemble,14,paraphrase,1.0499,0.3328,0.7652,4335,0.013005
babyvision,8,none,ensemble,14,paraphrase,0.947,0.2443,0.7208,6262,0.018786
babyvision,4,chain,team,14,paraphrase,0.9079,0.2311,0.7397,3265,0.009795
babyvision,4,star,team,14,paraphrase,0.8252,0.3355,0.7109,3309,0.009927
babyvision,4,full,team,14,paraphrase,0.79,0.2454,0.8511,3220,0.00966
babyvision,4,hierarchy,team,14,paraphrase,0.7733,0.3423,0.7046,2686,0.008058
babyvision,6,chain,team,14,paraphrase,0.6275,0.1924,0.6246,4625,0.013875
babyvision,6,star,team,14,paraphrase,0.6446,0.2595,0.7761,5080,0.01524
babyvision,6,full,team,14,paraphrase,0.5323,0.2276,0.8242,4989,0.014967
babyvision,6,hierarchy,team,14,paraphrase,0.7138,0.1717,0.7873,5654,0.016962
babyvision,8,chain,team,14,paraphrase,0.659,0.1971,0.7169,6130,0.01839
babyvision,8,star,team,14,paraphrase,0.5406,0.2168,0.769,7042,0.021126
babyvision,8,full,team,14,paraphrase,0.5838,0.1363,0.74,6039,0.018117
babyvision,8,hierarchy,team,14,paraphrase,0.578,0.2726,0.8427,6935,0.020805
babyvision,1,none,single_llm,15,seed,1.2678,0.2833,0.5504,736,0.002208
babyvision,4,none,ensemble,15,seed,1.1457,0.1797,0.6731,2920,0.00876
babyvision,6,none,ensemble,15,seed,0.867,0.2706,0.7513,4770,0.01431
babyvision,8,none,ensemble,15,seed,0.8913,0.1852,0.7447,7041,0.021123
babyvision,4,chain,team,15,seed,0.8132,0.2063,0.726,3525,0.010575
babyvision,4,star,team,15,seed,0.6208,0.1597,0.8001,3059,0.009177
babyvision,4,full,team,15,seed,0.5547,0.2315,0.725,3136,0.009408
babyvision,4,hierarchy,team,15,seed,0.688,0.1956,0.7158,3428,0.010284
babyvision,6,chain,team,15,seed,0.6327,0.2216,0.7242,5823,0.017469
babyvision,6,star,team,15,seed,0.3811,0.0888,0.8723,5027,0.015081
babyvision,6,full,team,15,seed,0.5757,0.1495,0.8232,4943,0.014829
babyvision,6,hierarchy,team,15,seed,0.495,0.195,0.8077,5485,0.016455
babyvision,8,chain,team,15,seed,0.7231,0.1741,0.7036,7534,0.022602
babyvision,8,star,team,15,seed,0.3949,0.1444,0.7822,6124,0.018372
babyvision,8,full,team,15,seed,0.5431,0.1206,0.8307,5877,0.017631
babyvision,8,hierarchy,team,15,seed,0.4993,0.1101,0.775,6323,0.018969
babyvision,1,none,single_llm,15,paraphrase,1.6066,0.4094,0.3462,911,0.002733
babyvision,4,none,ensemble,15,paraphrase,1.0839,0.3134,0.5838,2896,0.008688
babyvision,6,none,ensemble,15,paraphrase,1.1807,0.2999,0.5457,4957,0.014871
babyvision,8,none,ensemble,15,paraphrase,1.0247,0.2862,0.6359,5765,0.017295
babyvision,4,chain,team,15,paraphrase,0.7683,0.3484,0.6964,2662,0.007986
babyvision,4,star,team,15,paraphrase,0.8484,0.2631,0.7076,2873,0.008619
babyvision,4,full,team,15,paraphrase,0.6736,0.281,0.7524,3353,0.010059
babyvision,4,hierarchy,team,15,paraphrase,0.8545,0.2806,0.6966,3134,0.009402
babyvision,6,chain,team,15,paraphrase,0.8181,0.2988,0.6535,4700,0.0141
babyvision,6,star,team,15,paraphrase,0.7355,0.2875,0.8337,4418,0.013254
babyvision,6,full,team,15,paraphrase,0.7491,0.1946,0.8068,5178,0.015534
babyvision,6,hierarchy,team,15,paraphrase,0.5452,0.2442,0.7849,4790,0.01437
babyvision,8,chain,team,15,paraphrase,0.602,0.158,0.7592,6533,0.019599
babyvision,8,star,team,15,paraphrase,0.4844,0.1778,0.7627,6042,0.018126
babyvision,8,full,team,15,paraphrase,0.5469,0.1008,0.8325,6410,0.01923
babyvision,8,hierarchy,team,15,paraphrase,0.4867,0.1024,0.7965,6757,0.020271
babyvision,1,none,single_llm,16,seed,1.2816,0.4168,0.5953,815,0.002445
babyvision,4,none,ensemble,16,seed,0.9195,0.2391,0.6753,3647,0.010941
babyvision,6,none,ensemble,16,seed,0.8558,0.3111,0.7124,4982,0.014946
babyvision,8,none,ensemble,16,seed,1.0886,0.301,0.8307,5889,0.017667
babyvision,4,chain,team,16,seed,0.9992,0.2242,0.7286,2509,0.007527
babyvision,4,star,team,16,seed,0.7626,0.1542,0.7904,2828,0.008484
babyvision,4,full,team,16,seed,0.8798,0.1996,0.894,2872,0.008616
babyvision,4,hierarchy,team,16,seed,0.9049,0.1354,0.7704,2997,0.008991
babyvision,6,chain,team,16,seed,0.5768,0.1616,0.7089,4195,0.012585
babyvision,6,star,team,16,seed,0.5274,0.1569,0.8428,4941,0.014823
babyvision,6,full,team,16,seed,0.6582,0.0731,0.773,5141,0.015423
babyvision,6,hierarchy,team,16,seed,0.6259,0.1278,0.8213,4544,0.013632
babyvision,8,chain,team,16,seed,0.4689,0.1803,0.7653,6065,0.018195
babyvision,8,star,team,16,seed,0.441,0.088,0.7752,7104,0.021312
babyvision,8,full,team,16,seed,0.4911,0.1492,0.8308,6008,0.018024
babyvision,8,hierarchy,team,16,seed,0.3518,0.1038,0.7514,5920,0.01776
babyvision,1,none,single_llm,16,paraphrase,1.4772,0.4832,0.6498,738,0.002214
babyvision,4,none,ensemble,16,paraphrase,1.2217,0.3996,0.5961,3351,0.010053
babyvision,6,none,ensemble,16,paraphrase,1.0971,0.2943,0.6418,4498,0.013494
babyvision,8,none,ensemble,16,paraphrase,0.5968,0.2819,0.6474,5711,0.017133
babyvision,4,chain,team,16,paraphrase,0.9022,0.2294,0.7403,3354,0.010062
babyvision,4,star,team,16,paraphrase,0.77,0.255,0.6705,3440,0.01032
babyvision,4,full,team,16,paraphrase,0.7987,0.248,0.7651,2994,0.008982
babyvision,4,hierarchy,team,16,paraphrase,0.6781,0.3058,0.7544,3028,0.009084
babyvision,6,chain,team,16,paraphrase,0.7425,0.2926,0.7716,4529,0.013587
babyvision,6,star,team,16,paraphrase,0.5027,0.1596,0.729,5501,0.016503
babyvision,6,full,team,16,paraphrase,0.5487,0.1684,0.7238,4544,0.013632
babyvision,6,hierarchy,team,16,paraphrase,0.6705,0.171,0.7888,4730,0.01419
babyvision,8,chain,team,16,paraphrase,0.8746,0.1739,0.8045,7290,0.02187
babyvision,8,star,team,16,paraphrase,0.5355,0.175,0.7089,5817,0.017451
babyvision,8,full,team,16,paraphrase,0.5466,0.1717,0.6849,7867,0.023601
babyvision,8,hierarchy,team,16,paraphrase,0.5707,0.2035,0.7137,6229,0.018687
babyvision,1,none,single_llm,17,seed,1.1963,0.3648,0.534,864,0.002592
babyvision,4,none,ensemble,17,seed,0.9773,0.2952,0.6494,3274,0.009822
babyvision,6,none,ensemble,17,seed,0.8392,0.2874,0.7094,4724,0.014172
babyvision,8,none,ensemble,17,seed,0.7775,0.2129,0.7318,6363,0.019089
babyvision,4,chain,team,17,seed,0.7241,0.2581,0.7814,3770,0.01131
babyvision,4,star,team,17,seed,0.6696,0.2242,0.6745,3465,0.010395
babyvision,4,full,team,17,seed,0.5543,0.1381,0.7966,3001,0.009003
babyvision,4,hierarchy,team,17,seed,0.6742,0.1881,0.7965,2901,0.008703
babyvision,6,chain,team,17,seed,0.6162,0.1671,0.7956,5207,0.015621
babyvision,6,star,team,17,seed,0.3881,0.194,0.7541,4913,0.014739
babyvision,6,full,team,17,seed,0.4477,0.1471,0.9222,4861,0.014583
babyvision,6,hierarchy,team,17,seed,0.5456,0.153,0.7012,5495,0.016485
babyvision,8,chain,team,17,seed,0.578,0.1189,0.7142,6409,0.019227
babyvision,8,star,team,17,seed,0.5899,0.0848,0.8507,6341,0.019023
babyvision,8,full,team,17,seed,0.3736,0.0921,0.8924,5511,0.016533
babyvision,8,hierarchy,team,17,seed,0.4435,0.1789,0.7958,5893,0.017679
babyvision,1,none,single_llm,17,paraphrase,1.4747,0.4857,0.5182,751,0.002253
babyvision,4,none,ensemble,17,paraphrase,0.975,0.3342,0.5313,3624,0.010872
babyvision,6,none,ensemble,17,paraphrase,1.1522,0.2855,0.6714,5369,0.016107
babyvision,8,none,ensemble,17,paraphrase,1.1147,0.3562,0.5859,6198,0.018594
babyvision,4,chain,team,17,paraphrase,0.9101,0.2677,0.7891,3721,0.011163
babyvision,4,star,team,17,paraphrase,0.7284,0.251,0.6925,3137,0.009411
babyvision,4,full,team,17,paraphrase,0.7575,0.2757,0.6956,2362,0.007086
babyvision,4,hierarchy,team,17,paraphrase,0.6695,0.2264,0.6872,3259,0.009777
babyvision,6,chain,team,17,paraphrase,0.5936,0.1938,0.6682,4264,0.012792
babyvision,6,star,team,17,paraphrase,0.5961,0.1883,0.7791,4325,0.012975
babyvision,6,full,team,17,paraphrase,0.5858,0.1704,0.7951,4725,0.014175
babyvision,6,hierarchy,team,17,paraphrase,0.7767,0.1761,0.7322,4523,0.013569
babyvision,8,chain,team,17,paraphrase,0.5041,0.2181,0.8116,5854,0.017562
babyvision,8,star,team,17,paraphrase,0.5639,0.1383,0.682,5896,0.017688
babyvision,8,full,team,17,paraphrase,0.5017,0.1546,0.7537,5345,0.016035
babyvision,8,hierarchy,team,17,paraphrase,0.5341,0.2209,0.6771,6172,0.018516
babyvision,1,none,single_llm,18,seed,1.2939,0.3181,0.5589,678,0.002034
babyvision,4,none,ensemble,18,seed,1.0566,0.2783,0.6533,3559,0.010677
babyvision,6,none,ensemble,18,seed,0.8287,0.2064,0.7724,5683,0.017049
babyvision,8,none,ensemble,18,seed,0.7168,0.2126,0.7927,6349,0.019047
babyvision,4,chain,team,18,seed,0.8395,0.2587,0.7119,3334,0.010002
babyvision,4,star,team,18,seed,0.7294,0.1488,0.7205,2991,0.008973
babyvision,4,full,team,18,seed,0.7929,0.216,0.8175,3340,0.01002
babyvision,4,hierarchy,team,18,seed,0.7913,0.2186,0.7804,3352,0.010056
babyvision,6,chain,team,18,seed,0.4812,0.1506,0.7032,5331,0.015993
babyvision,6,star,team,18,seed,0.737,0.0655,0.8629,4841,0.014523
babyvision,6,full,team,18,seed,0.6429,0.1525,0.8666,4900,0.0147
babyvision,6,hierarchy,team,18,seed,0.4552,0.158,0.8004,4696,0.014088
babyvision,8,chain,team,18,seed,0.6124,0.1582,0.7352,5704,0.017112
babyvision,8,star,team,18,seed,0.4575,0.139,0.697,5900,0.0177
babyvision,8,full,team,18,seed,0.267,0.0862,0.8649,5640,0.01692
babyvision,8,hierarchy,team,18,seed,0.587,0.2548,0.8577,6485,0.019455
babyvision,1,none,single_llm,18,paraphrase,1.4588,0.3428,0.3849,802,0.002406
babyvision,4,none,ensemble,18,paraphrase,1.0778,0.3747,0.5759,3261,0.009783
babyvision,6,none,ensemble,18,paraphrase,0.9673,0.2907,0.6457,4389,0.013167
babyvision,8,none,ensemble,18,paraphrase,0.9136,0.2881,0.6636,6826,0.020478
babyvision,4,chain,team,18,paraphrase,0.9628,0.3146,0.6479,3231,0.009693
babyvision,4,star,team,18,paraphrase,0.7189,0.2614,0.6846,3608,0.010824
babyvision,4,full,team,18,paraphrase,0.8583,0.2836,0.7926,3113,0.009339
babyvision,4,hierarchy,team,18,paraphrase,0.7874,0.3372,0.7117,2766,0.008298
babyvision,6,chain,team,18,paraphrase,0.8023,0.248,0.7899,4916,0.014748
babyvision,6,star,team,18,paraphrase,0.6496,0.2733,0.6677,4519,0.013557
babyvision,6,full,team,18,paraphrase,0.5329,0.1044,0.7983,4532,0.013596
babyvision,6,hierarchy,team,18,paraphrase,0.7621,0.2378,0.765,4581,0.013743
babyvision,8,chain,team,18,paraphrase,0.5502,0.2244,0.771,6367,0.019101
babyvision,8,star,team,18,paraphrase,0.5065,0.1429,0.7652,6045,0.018135
babyvision,8,full,team,18,paraphrase,0.5395,0.1613,0.7428,6588,0.019764
babyvision,8,hierarchy,team,18,paraphrase,0.6521,0.2794,0.7829,7419,0.022257
babyvision,1,none,single_llm,19,seed,1.1272,0.2689,0.534,868,0.002604
babyvision,4,none,ensemble,19,seed,1.0341,0.3206,0.4978,3600,0.0108
babyvision,6,none,ensemble,19,seed,0.9084,0.1601,0.7334,4881,0.014643
babyvision,8,none,ensemble,19,seed,0.8457,0.2683,0.7558,5457,0.016371
babyvision,4,chain,team,19,seed,0.7657,0.1628,0.7725,3647,0.010941
babyvision,4,star,team,19,seed,0.6059,0.1706,0.7259,3054,0.009162
babyvision,4,full,team,19,seed,0.7412,0.1598,0.8126,3540,0.01062
babyvision,4,hierarchy,team,19,seed,0.8602,0.1628,0.8293,3669,0.011007
babyvision,6,chain,team,19,seed,0.7769,0.1759,0.717,4327,0.012981
babyvision,6,star,team,19,seed,0.4614,0.1527,0.827,5427,0.016281
babyvision,6,full,team,19,seed,0.493,0.1307,0.7894,4495,0.013485
babyvision,6,hierarchy,team,19,seed,0.6652,0.1768,0.7817,4971,0.014913
babyvision,8,chain,team,19,seed,0.6082,0.1851,0.7231,6973,0.020919
babyvision,8,star,team,19,seed,0.5222,0.1134,0.8067,6620,0.01986
babyvision,8,full,team,19,seed,0.5748,0.069,0.8712,6414,0.019242
babyvision,8,hierarchy,team,19,seed,0.4661,0.1194,0.7349,5285,0.015855
babyvision,1,none,single_llm,19,paraphrase,1.4316,0.5439,0.3818,723,0.002169
babyvision,4,none,ensemble,19,paraphrase,1.1202,0.3177,0.6601,3167,0.009501
babyvision,6,none,ensemble,19,paraphrase,0.8785,0.286,0.5071,4251,0.012753
babyvision,8,none,ensemble,19,paraphrase,0.9938,0.3379,0.7744,6682,0.020046
babyvision,4,chain,team,19,paraphrase,0.6344,0.2621,0.7662,3719,0.011157
babyvision,4,star,team,19,paraphrase,0.9463,0.248,0.6647,3186,0.009558
babyvision,4,full,team,19,paraphrase,0.7815,0.3001,0.7514,3205,0.009615
babyvision,4,hierarchy,team,19,paraphrase,0.8373,0.2835,0.7513,2968,0.008904
babyvision,6,chain,team,19,paraphrase,0.5958,0.2971,0.6326,5586,0.016758
babyvision,6,star,team,19,paraphrase,0.4605,0.1889,0.7932,4800,0.0144
babyvision,6,full,team,19,paraphrase,0.4899,0.2093,0.758,4696,0.014088
babyvision,6,hierarchy,team,19,paraphrase,0.6092,0.2209,0.7055,5968,0.017904
babyvision,8,chain,team,19,paraphrase,0.6027,0.2059,0.6979,7537,0.022611
babyvision,8,star,team,19,paraphrase,0.4128,0.2052,0.743,5489,0.016467
babyvision,8,full,team,19,paraphrase,0.4648,0.1835,0.7218,6566,0.019698
babyvision,8,hierarchy,team,19,paraphrase,0.7696,0.2077,0.6723,5858,0.017574
babyvision,1,none,single_llm,20,seed,1.2072,0.3439,0.5456,824,0.002472
babyvision,4,none,ensemble,20,seed,1.1577,0.2598,0.5809,3569,0.010707
babyvision,6,none,ensemble,20,seed,1.0197,0.2489,0.6752,5098,0.015294
babyvision,8,none,ensemble,20,seed,0.7747,0.1155,0.7638,6971,0.020913
babyvision,4,chain,team,20,seed,0.9241,0.1983,0.7513,3279,0.009837
babyvision,4,star,team,20,seed,0.7385,0.2021,0.7719,3267,0.009801
babyvision,4,full,team,20,seed,0.7741,0.2263,0.7422,3144,0.009432
babyvision,4,hierarchy,team,20,seed,0.7077,0.1849,0.6792,3207,0.009621
babyvision,6,chain,team,20,seed,0.6695,0.176,0.7542,5000,0.015
babyvision,6,star,team,20,seed,0.7127,0.1355,0.726,4756,0.014268
babyvision,6,full,team,20,seed,0.73,0.0858,0.8271,5355,0.016065
babyvision,6,hierarchy,team,20,seed,0.355,0.1787,0.8048,4671,0.014013
babyvision,8,chain,team,20,seed,0.482,0.1372,0.7486,6206,0.018618
babyvision,8,star,team,20,seed,0.4476,0.1171,0.8545,5622,0.016866
babyvision,8,full,team,20,seed,0.2918,0.1591,0.7954,6151,0.018453
babyvision,8,hierarchy,team,20,seed,0.5055,0.1492,0.7588,6723,0.020169
babyvision,1,none,single_llm,20,paraphrase,1.1857,0.4069,0.34,893,0.002679
babyvision,4,none,ensemble,20,paraphrase,1.0089,0.3535,0.6386,3375,0.010125
babyvision,6,none,ensemble,20,paraphrase,0.9472,0.3167,0.5923,4237,0.012711
babyvision,8,none,ensemble,20,paraphrase,0.8679,0.2443,0.7755,6640,0.01992
